node1,node2,dist
Neftekumsk,Mozdok,0.00953887614616797
Nefteyugansk,Poykovskiy,0.006153295142701218
Nelidovo,Ostashkov,0.011729320901861445
Nerchinsk,Chita,0.03315917021513912
Nerekhta,Kostroma,0.005111355367768592
Neryungri,Tynda,0.017859813596573126
Nesterovskaya,Nyandoma,0.005576372453795575
Nevel’,Podol’sk,0.018313828509272274
Nevel’sk,Lyublino,0.002906597753927795
Nevinnomyssk,Cherkessk,0.003793002337725246
Nezlobnaya,Mineralnye Vody,0.003469781065602976
Nikel’,Zapolyarnyy,0.003755087619584543
Nikolayevsk,Kurtamysh,0.02083285169672809
Nikulino,Sofrino,0.00133404782043729
Nizhnekamsk,Zainsk,0.004414589431631216
Nizhnesortymskiy,Lyantor,0.011596369068378815
Nizhneudinsk,Tayshet,0.016022916439659824
Nizhnevartovsk,Megion,0.004142888423084806
Nizhniy Lomov,Kotel’nikovo,0.0042800320022670394
Nizhniy Novgorod,Sovetskiy,0.00046223137843691604
Nizhniy Tagil,Kirovgrad,0.005997471400652197
Nizhnyaya Salda,Verkhnyaya Salda,0.0013988940098212616
Nizhnyaya Tura,Krasnoural’sk,0.003984706361191917
Noginsk,Elektrostal’,0.0008379165492548367
Norilsk,Dudinka,0.012446891239613449
Novaya Balakhna,Nizhniy Novgorod,0.004451057603396352
Novaya Usman’,Usman’,0.0055558700282137725
Novoaltaysk,Cherepanovo,0.0108729496704706
Novoanninskiy,Uryupinsk,0.007749013487407808
Novocheboksarsk,Volzhsk,0.009198623054922852
Novocherkassk,Shakhty,0.003095125184546915
Novodvinsk,Isakogorka,0.0015869248488280892
Novogireyevo,Dubna,0.004122659240421225
Novokubansk,Labinsk,0.005689724545662838
Novokuybyshevsk,Samara,0.001937864576714489
Novokuznetsk,Kiselëvsk,0.0058584628509976725
Novomichurinsk,Ryazan’,0.006877098026215555
Novomoskovsk,Uzlovaya,0.0013903718148883446
Novopavlovsk,Georgiyevsk,0.0025527405151264146
Novopokrovskaya,Kropotkin,0.004927964154471958
Novorossiysk,Krymsk,0.003249062579327511
Novoshakhtinsk,Krasnyy Sulin,0.001972798479649472
Novosibirsk,Krasnoobsk,0.001459852251743792
Novotitarovskaya,Medvedovskaya,0.0019096955934865766
Novotroitsk,Orsk,0.0019283328884302832
Novoul’yanovsk,Krasnokamensk,0.02113583082565882
Novoural’sk,Sredneuralsk,0.004785091989894632
Novouzensk,Yershov,0.009519619795461023
Novovoronezh,Voronezh,0.0037698268832207843
Novozybkov,Unecha,0.008524094325549998
Novyy Oskol,Krasnogvardeyskoye,0.0060396650724638965
Novyy Urengoy,Tarko-Sale,0.01857171077725416
Noyabrsk,Kogalym,0.015131465756892353
Nurlat,Kotlovka,0.003386861411858821
Nyagan,Yugorsk,0.020762823899448283
Nyandoma,Sokol,0.02894318480359102
Nytva,Osa,0.008280748611491678
Obninsk,Balabanovo,0.0010230501460234275
Ob’,Novosibirsk,0.0023061516961513148
Odintsovo,Ivanovskoye,0.0016394298460011552
Okha,Severo-Zadonsk,0.038847972556714135
Oktyabr’skiy,Krasnodar,0.0006175960293448966
Olenegorsk,Monchegorsk,0.0037279843081162865
Omsk,Kalachinsk,0.012161744030979759
Omutninsk,Glazov,0.00805542514518634
Onega,Segezha,0.029129124239132963
Ordzhonikidzevskaya,Karabulak,0.0017603288780070195
Orekhovo-Borisovo,Krasnokamensk,0.02132240208666707
Orekhovo-Zuyevo,Elektrogorsk,0.0021252074619905626
Orenburg,Kumertau,0.013049553296654332
Orlovskiy,Proletarsk,0.004189904913068249
Orsk,Gay,0.0025276469707899768
Orël,Mtsensk,0.0063573426823346005
Osa,Chernushka,0.011045138262344972
Osinniki,Novokuznetsk,0.002746560720275025
Ostashkov,Valday,0.010530453940259957
Ostrogozhsk,Liski,0.004752071917276174
Otradnaya,Armavir,0.007054133155239119
Otradnoye,Tosno,0.003118013842317352
Otradnyy,Pokhvistnevo,0.008623701433160474
Ozerki,Ilanskiy,0.004377998576105928
Ozersk,Kasli,0.0016614985563675735
Ozëry,Zaraysk,0.0033635511870141323
Pallasovka,Novouzensk,0.014584684698426944
Partizansk,Nakhodka,0.0038035691558056415
Pashkovskiy,Krasnodar,0.001961979139528995
Pavlovo,Dzerzhinsk,0.0050833793471565
Pavlovsk,Pushkin,0.00048660061365675243
Pavlovskaya,Tikhoretsk,0.004757342191565178
Pavlovskiy Posad,Fryazevo,0.0018975486865206441
Pechora,Yegor’yevsk,0.02680222518343601
Penza,Petrovsk,0.01044745946142344
Pereslavl’-Zalesskiy,Bibirevo,0.0011379121431816547
Perm,Krasnokamsk,0.004632373266270945
Persianovka,Azov,0.0038959857589056773
Pervoural’sk,Novoural’sk,0.004431804027437252
Pestovo,Kozhukhovo,0.007216046329457776
Peterhof,Lomonosov,0.0012077916159588045
Petrodvorets,Lomonosov,0.0012077916159588045
Petropavlovsk-Kamchatsky,Vilyuchinsk,0.002701689194450892
Petrovsk,Atkarsk,0.006368292778868368
Petrovsk-Zabaykal’skiy,Krasnokamensk,0.02113583082565882
Petrovskaya,Slavyansk-na-Kubani,0.002541177258782134
Petrozavodsk,Lodeynoye Pole,0.01567536949217278
Petushki,Pokrov,0.0028070223160027307
Pikalëvo,Boksitogorsk,0.002965529229146829
Plast,Chebarkul’,0.008369143867585936
Plavsk,Tula,0.00649483545711111
